VNINDEX,20/01/2022	1,465.30 	22.51 (1.56 %)	   	735,877,900 	21,173,267,620,000 	22,812,305 	1,173,545,310,000 	1,439.06 	1,469.08 	1,432.58 
VNINDEX,19/01/2022	1,442.79 	3.85 (0.27 %)	   	536,466,400 	16,141,436,380,000 	75,734,849 	6,674,656,940,000 	1,444.60 	1,449.11 	1,434.46 
VNINDEX,18/01/2022	1,438.94 	-13.90 (-0.96 %)	   	663,088,300 	20,949,309,350,000 	32,532,626 	1,285,186,223,400 	1,444.16 	1,452.84 	1,424.65 
VNINDEX,17/01/2022	1,452.84 	-43.18 (-2.89 %)	   	885,918,500 	29,097,797,280,000 	59,812,339 	2,033,136,700,000 	1,499.47 	1,503.86 	1,452.84 
VNINDEX,14/01/2022	1,496.02 	-0.03 (0.00 %)	   	711,209,200 	20,889,912,110,000 	47,686,066 	1,807,343,130,800 	1,477.34 	1,503.25 	1,476.68 
VNINDEX,13/01/2022	1,496.05 	-14.46 (-0.96 %)	   	938,652,200 	29,376,117,440,000 	18,602,109 	1,327,003,506,500 	1,519.79 	1,522.60 	1,495.13 
VNINDEX,12/01/2022	1,510.51 	18.20 (1.22 %)	   	1,066,699,800 	34,473,327,710,000 	25,558,349 	1,082,773,897,950 	1,491.30 	1,510.51 	1,464.49 
VNINDEX,11/01/2022	1,492.31 	-11.40 (-0.76 %)	   	1,219,958,100 	34,638,479,920,720 	31,514,259 	1,305,809,079,280 	1,506.73 	1,512.05 	1,488.40 
VNINDEX,10/01/2022	1,503.71 	-24.77 (-1.62 %)	   	1,316,091,200 	38,789,073,418,150 	65,024,726 	3,024,231,581,850 	1,530.74 	1,536.45 	1,503.71 
VNINDEX,07/01/2022	1,528.48 	-0.09 (-0.01 %)	   	951,525,400 	29,180,991,301,900 	75,594,863 	2,718,800,698,100 	1,534.44 	1,534.52 	1,524.96 
VNINDEX,06/01/2022	1,528.57 	6.07 (0.40 %)	   	1,089,214,800 	33,079,193,500,000 	44,507,970 	2,315,232,500,000 	1,518.94 	1,536.24 	1,518.18 
VNINDEX,05/01/2022	1,522.50 	-3.08 (-0.20 %)	   	955,697,900 	30,508,056,680,000 	71,428,645 	2,337,645,820,000 	1,529.06 	1,535.82 	1,522.50 
VNINDEX,04/01/2022	1,525.58 	27.30 (1.82 %)	   	787,479,200 	26,339,657,480,000 	49,990,429 	2,107,978,618,700 	1,508.15 	1,526.69 	1,498.28 
VNINDEX,31/12/2021	1,498.28 	12.31 (0.83 %)	   	846,534,300 	24,551,006,668,000 	29,195,857 	1,545,502,332,000 	1,490.25 	1,499.07 	1,485.97 
VNINDEX,30/12/2021	1,485.97 	0.15 (0.01 %)	   	724,365,200 	21,100,161,369,800 	23,495,596 	929,148,630,200 	1,491.24 	1,493.38 	1,484.82 
VNINDEX,29/12/2021	1,485.82 	-8.57 (-0.57 %)	   	794,969,800 	23,268,093,708,600 	48,910,393 	2,229,022,291,400 	1,498.30 	1,498.91 	1,485.82 
VNINDEX,28/12/2021	1,494.39 	5.51 (0.37 %)	   	934,384,700 	26,567,245,729,040 	67,850,382 	2,462,185,270,960 	1,497.16 	1,499.77 	1,483.97 
VNINDEX,27/12/2021	1,488.88 	11.85 (0.80 %)	   	717,070,918 	20,548,254,739,400 	35,037,214 	1,536,594,260,600 	1,485.10 	1,490.12 	1,469.91 
VNINDEX,24/12/2021	1,477.03 	20.07 (1.38 %)	   	856,070,439 	24,136,156,873,450 	33,407,383 	1,307,389,126,550 	1,465.00 	1,478.80 	1,456.32 
